id,quid,question,true_answer,llm_answer,correct,llm_answer_chosen,reward_method,reward_score
21,,"the average age of 15 students of a class is 14 years . out of these , the average age of 5 students is 14 years and that of the other 9 students is 16 years . tee age of the 15 th student is ?",b,"C
------
D
------
E",False,,MAJOR_ANSWER,
22,,"bookman purchased 55 copies of a new book released recently , 10 of which are hardback and sold for $ 20 each , and rest are paperback and sold for $ 10 each . if 14 copies were sold and the total value of the remaining books was 460 , how many paperback copies were sold ?",e,"(B)
------
C
------
C",False,c,MAJOR_ANSWER,
23,,diana is painting statues . she has 1 / 2 of a gallon of paint remaining . each statue requires 1 / 16 gallon of paint . how many statues can she paint ?,a,"A
------
A
------
A",True,a,MAJOR_ANSWER,
24,,"if the price of gasoline increases by 25 % and a driver intends to spend only 20 % more on gasoline , by how much percent should the driver reduce the quantity of gasoline that he buys ?",c,"D
------
(D)
------
C",False,d,MAJOR_ANSWER,
25,,"an art gallery has only paintings and sculptures . currently , 1 / 3 of the pieces of art are displayed , and 1 / 6 of the pieces on display are sculptures . if 1 / 3 of the pieces not on display are paintings , and 1000 sculptures are not on display , how many pieces of art does the gallery have ?",b,"B
------
B
------
B",True,b,MAJOR_ANSWER,
26,,"john and ingrid pay 30 % and 40 % tax annually , respectively . if john makes $ 60000 and ingrid makes $ 72000 , what is their combined tax rate ?",d,"C
------
C
------
B",False,c,MAJOR_ANSWER,
27,,the lenght of a room is 5.5 m and width is 4 m . find the cost of paving the floor by slabs at the rate of rs . 900 per sq . metre .,a,"(A)
------
(A)
------
(A)",True,a,MAJOR_ANSWER,
28,,"a factory that employs 1000 assembly line workers pays each of these workers $ 5 per hour for the first 40 hours worked during a week and 1 ½ times that rate for hours worked in excess of 40 . what was the total payroll for the assembly - line workers for a week in which 30 percent of them worked 15 hours , 50 percent worked 40 hours , and the rest worked 50 hours ?",d,"C
------
D
------
C",False,c,MAJOR_ANSWER,
29,,a corporation double its annual bonus to 100 of its employees . what percent of the employees ’ new bonus is the increase ?,a,"A
------
A
------
A",True,a,MAJOR_ANSWER,
30,,a and b together do a work in 20 days . b and c together in 15 days and c and a in 12 days . then b alone can finish same work in how many days ?,b,"B
------
B
------
B",True,b,MAJOR_ANSWER,
31,,"two trains of equal length , running with the speeds of 60 and 16 kmph , take 50 seconds to cross each other while they are running in the same direction . what time will they take to cross each other if they are running in opposite directions ?",d,"(A)
------
(D)
------
A",False,a,MAJOR_ANSWER,
32,,calculate the ratio between x and y if 30 % of x equal to 50 % of y ?,b,"A
------
A
------
A",False,a,MAJOR_ANSWER,
33,,"three walls have wallpaper covering a combined area of 300 square meters . by overlapping the wallpaper to cover a wall with an area of 180 square meters , the area that is covered by exactly two layers of wallpaper is 34 square meters . what is the area that is covered with three layers of wallpaper ?",a,"C
------
B
------
C",False,c,MAJOR_ANSWER,
34,,"a meeting has to be conducted with 6 managers . find the number of ways in which the managers may be selected from among 9 managers , if there are 2 managers who refuse to attend the meeting together .",e,"C
------
(D)
------
(C)",False,c,MAJOR_ANSWER,
35,,a trader bought a car at 20 % discount on its original price . he sold it at a 40 % increase on the price he bought it . what percent of profit did he make on the original price ?,c,"B
------
B
------
B",False,b,MAJOR_ANSWER,
36,,what is the unit digit in the product ( 3 ^ 65 x 6 ^ 59 x 7 ^ 71 ) ?,e,"e
------
E
------
E",True,e,MAJOR_ANSWER,
37,,"a start walking from a place at a uniform speed of 6 kmph in a particular direction . after half an hour , b starts from the same place and walks in the same direction as a at a uniform speed and overtakes a after 1 hour 48 minutes . find the speed of b .",b,"(D)
------
(D)
------
(D)",False,d,MAJOR_ANSWER,
38,,"oak street begins at pine street and runs directly east for 2 kilometers until it ends when it meets maple street . oak street is intersected every 400 meters by a perpendicular street , and each of those streets other than pine street and maple street is given a number beginning at 1 st street ( one block east of pine street ) and continuing consecutively ( 2 nd street , 3 rd street , etc . . . ) until the highest - numbered street one block west of maple street . what is the highest - numbered street that intersects oak street ?",a,"C
------
C
------
C",False,c,MAJOR_ANSWER,
39,,"50 percent of the members of a study group are women , and 30 percent of those women are lawyers . if one member of the study group is to be selected at random , what is the probability that the member selected is a woman lawyer ?",e,"A
------
A
------
A",False,a,MAJOR_ANSWER,
40,,"the cross - section of a cannel is a trapezium in shape . if the cannel is 14 m wide at the top and 8 m wide at the bottom and the area of cross - section is 550 sq m , the depth of cannel is ?",c,"B
------
B
------
B",False,b,MAJOR_ANSWER,
41,,kim finds a 4 - meter tree branch and marks it off in thirds and fifths . she then breaks the branch along all the markings and removes one piece of every distinct length . what fraction of the original branch remains ?,c,"C
------
C
------
C",True,c,MAJOR_ANSWER,
42,,"$ 350 is divided among a , b , and c so that a receives half as much as b , and b receives half as much as c . how much money is c ' s share ?",c,"C
------
D
------
C",True,c,MAJOR_ANSWER,
43,,"in an it company , there are a total of 90 employees including 50 programmers . the number of male employees is 80 , including 35 male programmers . how many employees must be selected to guaranty that we have 3 programmers of the same sex ?",b,"C
------
B
------
C",False,c,MAJOR_ANSWER,
44,,"the cost of one photocopy is $ 0.02 . however , a 25 % discount is offered on orders of more than 100 photocopies . if arthur and david have to make 80 copies each , how much will each of them save if they submit a single order of 160 copies ?",b,"A
------
B
------
B",True,b,MAJOR_ANSWER,
45,,( 3 x + 1 ) ( 2 x - 5 ) = ax ^ 2 + kx + n . what is the value of a - n + k ?,d,"C
------
B
------
C",False,c,MAJOR_ANSWER,
46,,"if 6 men and 8 women can do a piece of work in 10 days while 26 men and 48 women can do the same in 2 days , the time taken by 15 men and 20 women in doing the same type of work will be ?",b,"C
------
B
------
(A)",False,,MAJOR_ANSWER,
47,,the maximum number of students among them 1345 pens and 775 pencils can be distributed in such a way that each student gets the same number of pens and same number of pencils is :,d,"A
------
A
------
A",False,a,MAJOR_ANSWER,
48,,"a sum of rs . 1360 has been divided among a , b and c such that a gets 2 / 3 of what b gets and b gets 1 / 4 of what c gets . b ' s share is :",c,"(B)
------
B
------
B",False,b,MAJOR_ANSWER,
49,,"how many cuboids of length 5 m , width 3 m and height 2 m can be farmed from a cuboid of 18 m length , 15 m width and 2 m height .",c,"C
------
C
------
(C)",True,c,MAJOR_ANSWER,
50,,two - third of a positive number and 16 / 216 of its reciprocal are equal . find the positive number .,a,"(C)
------
(C)
------
(C)",False,c,MAJOR_ANSWER,
51,,"find large number from below question the difference of two numbers is 1365 . on dividing the larger number by the smaller , we get 6 as quotient and the 15 as remainder",d,"(C)
------
(B)
------
C",False,c,MAJOR_ANSWER,
52,,the average of first three prime numbers greater than 5 is ?,d,"A
------
A
------
A",False,a,MAJOR_ANSWER,
53,,"in a recent election , james received 0.5 percent of the 2,000 votes cast . to win the election , a candidate needed to receive more than 50 percent of the vote . how many additional votes would james have needed to win the election ?",d,"C
------
C
------
C",False,c,MAJOR_ANSWER,
54,,"if 12 : 8 : : x : 16 , then find the value of x",b,"B
------
B
------
B",True,b,MAJOR_ANSWER,
55,,what least number must be subtracted from 3832 so that the remaining number is divisible by 5 ?,b,"C
------
A
------
A",False,a,MAJOR_ANSWER,
56,,find the length of the wire required to go 14 times round a square field containing 5625 m 2 .,c,"A
------
A
------
A",False,a,MAJOR_ANSWER,
57,,"how many bricks , each measuring 25 cm x 11.25 cm x 6 cm , will be needed to build a wall of 1 m x 2 m x 20 cm ?",c,"B
------
B
------
B",False,b,MAJOR_ANSWER,
58,,"spanish language broadcast records last 90 min on each of two sides . if it takes 3 hours to translate one hour of broadcast , how long will it take to translate 16 full records ?",a,"A
------
A
------
A",True,a,MAJOR_ANSWER,
59,,a began business with rs . 45000 and was joined afterwards by b with rs . 5400 . when did b join if the profits at the end of the year were divided in the ratio of 2 : 1 ?,a,"(D)
------
C
------
C",False,c,MAJOR_ANSWER,
60,,"a can do a piece of work in 4 hours ; b and c together can do it in 3 hours , which a and c together can do it in 2 hours . how long will b alone take to do it ?",c,"C
------
C
------
C",True,c,MAJOR_ANSWER,
61,,how many seconds will a 650 meter long train moving with a speed of 63 km / hr take to cross a man walking with a speed of 3 km / hr in the direction of the train ?,d,"B
------
(A)
------
A",False,a,MAJOR_ANSWER,
62,,today is thursday . i came home from a trip 3 days before the day after last monday . how many days have i been home ?,d,"D
------
(C)
------
D",True,d,MAJOR_ANSWER,
63,,"an article is bought for rs . 675 and sold for rs . 1100 , find the gain percent ?",c,"A
------
A
------
A",False,a,MAJOR_ANSWER,
64,,"in one hour , a boat goes 19 km along the stream and 5 km against the stream . the speed of the boat in still water ( in km / hr ) is :",d,"(C)
------
C
------
(C)",False,c,MAJOR_ANSWER,
65,,"a salesperson received a commission of 3 percent of the sale price for each of the first 100 machines that she sold and 4 percent of the sale price for each machine that she sold after the first 100 . if the sale price of each machine was $ 10,000 and the salesperson received a $ 45,000 commission , how many machines did she sell ?",a,"A
------
A
------
(D)",True,a,MAJOR_ANSWER,
66,,solve the equation for x : 6 x - 27 + 3 x = 4 + 9 - x,d,"C
------
B
------
B",False,b,MAJOR_ANSWER,
67,,a profit of rs . 900 is divided between x and y in the ratio of 1 / 2 : 1 / 3 . what is the difference between their profit shares ?,b,"D
------
(D)
------
B",False,d,MAJOR_ANSWER,
68,,"a is two years older than b who is twice as old as c . if the total of the ages of a , b and c be 27 , the how old is b ?",e,"B
------
B
------
(B)",False,b,MAJOR_ANSWER,
69,,"calculate the share of y , if rs . 2880 is divided among x , y and z in the ratio 3 : 5 : 8 ?",a,"(D)
------
(B)
------
(B)",False,b,MAJOR_ANSWER,
70,,"3 years ago , paula was 3 times as old as karl . in 9 years , paula will be twice as old as karl . what is the sum of their ages now ?",d,"C
------
B
------
C",False,c,MAJOR_ANSWER,
71,,a train running at the speed of 50 km / hr crosses a post in 4 seconds . what is the length of the train ?,c,"B
------
A
------
B",False,b,MAJOR_ANSWER,
72,,"if soundharya rows 49 km upstream and 77 km down steam taking 7 hours each , then the speed of the stream",c,"B
------
D
------
A",False,,MAJOR_ANSWER,
73,,the digital sum of a number is the sum of its digits . for how many of the positive integers 24 - 140 inclusive is the digital sum a multiple of 7 ?,d,"C
------
C
------
C",False,c,MAJOR_ANSWER,
74,,the ratio of 2 numbers is 2 : 5 and their h . c . f . is 6 . their l . c . m . is ?,e,"B
------
B
------
B",False,b,MAJOR_ANSWER,
75,,"20 beavers , working together in a constant pace , can build a dam in 6 hours . how many hours will it take 12 beavers that work at the same pace , to build the same dam ?",a,"C
------
(C)
------
C",False,c,MAJOR_ANSWER,
76,,"if a student loses 6 kilograms , he will weigh twice as much as his sister . together they now weigh 126 kilograms . what is the student ' s present weight in kilograms ?",c,"B
------
B
------
C",False,b,MAJOR_ANSWER,
77,,a person buys an article at rs . 575 . at what price should he sell the article so as to make a profit of 15 % ?,d,"A
------
A
------
A",False,a,MAJOR_ANSWER,
78,,"two consultants can type up a report in 12.5 hours and edit it in 7.5 hours . if mary needs 30 hours to type the report and jim needs 12 hours to edit it alone , how many t hours will it take if jim types the report and mary edits it immediately after he is done ?",a,"B
------
A
------
A",True,a,MAJOR_ANSWER,
79,,"an amount of rs . 1638 was divided among a , b and c , in the ratio 1 / 2 : 1 / 3 : 1 / 4 . find the share of a ?",c,"C
------
A
------
A",False,a,MAJOR_ANSWER,
80,,what least value should be replaced by * in 2551112 * so the number become divisible by 6,b,"A
------
B
------
A",False,a,MAJOR_ANSWER,
81,,what number is obtained by adding the units digits of 734 ^ 100 and 347 ^ 83 ?,c,"B
------
C
------
B",False,b,MAJOR_ANSWER,
82,,"in two triangles , the ratio of the areas is 4 : 3 and the ratio of their heights is 3 : 4 . find the ratio of their bases .",c,"C
------
A
------
A",False,a,MAJOR_ANSWER,
83,,a trader sells 40 metres of cloth for rs . 8200 at a profit of rs . 15 per metre of cloth . how much profit will the trder earn on 40 metres of cloth ?,c,"B
------
B
------
B",False,b,MAJOR_ANSWER,
84,,what is the probability of drawing a queen from a deck of 52 cards ?,b,"B
------
B
------
B",True,b,MAJOR_ANSWER,
85,,a thief goes away with a santro car at a speed of 50 kmph . the theft has been discovered after half an hour and the owner sets off in a bike at 60 kmph when will the owner over take the thief from the start ?,a,"B
------
C
------
C",False,c,MAJOR_ANSWER,
86,,the average weight of 18 boys in a class is 50.25 kg and that of the remaining 8 boys is 45.15 kg . find the average weights of all the boys in the class .,a,"A
------
A
------
A",True,a,MAJOR_ANSWER,
87,,"how many words , with or without meaning , can be formed using all letters of the word good using each letter exactly once ?",e,"(A)
------
(A)
------
A",False,a,MAJOR_ANSWER,
88,,"in right triangle abc , ac is the hypotenuse . if ac is 40 and ab + bc = 60 , what is the area of the triangle abc ?",d,"(B)
------
(B)
------
B",False,b,MAJOR_ANSWER,
89,,the ratio of the area of a square to that of the square drawn on its diagonal is,a,"A
------
A
------
A",True,a,MAJOR_ANSWER,
90,,a 4 digit number divisible by 7 becomes divisible by 3 when 19 is added to it . the largest such number is :,d,"C
------
C
------
C",False,c,MAJOR_ANSWER,
91,,what is the probability for a family with 3 children to have a girl and two boys ( assuming the probability of having a boy or a girl is equal ) ?,d,"D
------
D
------
D",True,d,MAJOR_ANSWER,
92,,"a manufacturer produces a certain men ' s athletic shoe in integer sizes from 8 to 17 . for this particular shoe , each unit increase in size corresponds to a 1 / 5 - inch increase in the length of the shoe . if the largest size of this shoe is 30 % longer than the smallest size , how long , in inches , is the shoe in size 15 ?",b,"C
------
C
------
(C)",False,c,MAJOR_ANSWER,
93,,if x + | x | + y = 7 and x + | y | - y = 5 what is x + y = ?,d,"C
------
(D)
------
A",False,,MAJOR_ANSWER,
94,,a 240 m long train running at the speed of 120 km / hr crosses another train running in opposite direction at the speed of 80 km / hr in 9 sec . what is the length of the other train ?,a,"B
------
A
------
A",True,a,MAJOR_ANSWER,
95,,"34 . the side surface of a cylinder is rolled with a rectangular plate . if the perimeter of the circular base is 9 feet , and the diagonal of the rectangular plate was 15 ft . what is height of the of the cylinder ?",a,"C
------
A
------
B",False,,MAJOR_ANSWER,
96,,what quantity of water should be added to reduce 9 liters of 50 % acidic liquid to 30 % acidic liquid ?,a,"B
------
C
------
B",False,b,MAJOR_ANSWER,
97,,"a man gains 20 % by selling an article for a certain price . if the sells it at double the price , the percentage of profit will be :",d,"B
------
B
------
C",False,b,MAJOR_ANSWER,
98,,"the average weight of 20 persons sitting in a boat had some value . a new person added to them whose weight was 46 kg only . due to his arrival , the average weight of all the persons decreased by 5 kg . find the average weight of first 20 persons ?",e,"C
------
B
------
(C)",False,c,MAJOR_ANSWER,
99,,"a and b can together finish a work in 40 days . they worked together for 10 days and then b left . after another 18 days , a finished the remaining work . in how many days a alone can finish the job ?",b,"(E)
------
(C)
------
D",False,,MAJOR_ANSWER,
